vuln_id,repo,sha,commit_date,year,source
CVE-2015-3271,https://github.com/apache/tika,98672cdd92b6325ff78c763955a7c045b364095b,2015-07-23T13:00:00Z,2015,commit
CVE-2015-4082,https://github.com/jborg/attic,78f9ad1faba7193ca7f0acccbc13b1ff6ebf9072,2015-04-06T21:07:10Z,2015,commit
CVE-2015-4165,https://github.com/elastic/elasticsearch,f5cfb2a1869d1a52930cbd3138278a6e2c1b22e6,2015-05-28T22:59:15Z,2015,commit
CVE-2015-4410,https://github.com/mongoid/moped,dd5a7c14b5d2e466f7875d079af71ad19774609b,2012-04-17T15:46:34Z,2012,commit
CVE-2015-4619,https://github.com/denkGroot/Spina,bfe44f289e336f80b6593032679300c493735e75,2015-06-16T14:23:27Z,2015,commit
CVE-2015-5081,https://github.com/divio/django-cms,f77cbc607d6e2a62e63287d37ad320109a2cc78a,2015-06-27T19:58:41Z,2015,commit
CVE-2015-5147,https://github.com/vmg/redcarpet,2cee777c1e5babe8a1e2683d31ea75cc4afe55fb,2015-06-22T14:20:18Z,2015,commit
CVE-2015-5159,https://github.com/latchset/kdcproxy,f274aa6787cb8b3ec1cc12c440a56665b7231882,2015-08-03T18:57:23Z,2015,commit
CVE-2015-5170,https://github.com/cloudfoundry/uaa,a54f3fb8225ef7d5021ca7d4fb52bef1e884568e,2015-08-07T22:06:00Z,2015,commit
CVE-2015-5171,https://github.com/cloudfoundry/uaa,9730cd6a3bbb481ee4e400b51952b537589c469d,2015-08-05T15:54:22Z,2015,commit
CVE-2015-5172,https://github.com/cloudfoundry/uaa,cd31cc397fe17389d95b83d6a9caa46eebc54faf,2015-08-06T14:13:25Z,2015,commit
CVE-2015-5175,https://github.com/apache/cxf-fediz.git,90c898335786211d253c0503453e2f8b93e0d3fe,2015-07-02T16:21:55Z,2015,commit
CVE-2015-5204,https://gitbox.apache.org/repos/asf/cordova-plugin-file-transfer.git,2b31723708256c08c5209308eb6ccfb03e2ab990,,2015,cve_fallback
CVE-2015-5253,https://gitbox.apache.org/repos/asf/cxf.git,845eccb6484b43ba02875c71e824db23ae4f20c0,,2015,cve_fallback
CVE-2015-5254,https://github.com/apache/activemq,6f03921b31d9fefeddb0f4fa63150ed1f94a14b,2015-10-28T13:33:29Z,2015,commit
CVE-2015-5256,https://github.com/apache/cordova-android,af2969dec58ca89150b84b5d57edcf63d4ce1302,2015-03-03T02:04:20Z,2015,commit
CVE-2015-5258,https://github.com/spring-projects/spring-social.git,5151e1158e1ed51369e7aba9e8092930d28c31d3,2015-11-11T19:38:23Z,2015,commit
CVE-2015-5344,https://github.com/apache/camel,4491c080cb6c8659fc05441e49307b7d4349aa56,2015-11-11T11:04:53Z,2015,commit
CVE-2015-5347,https://github.com/apache/wicket.git,dffba2ce410ec7e917ad350d3528af4df67bc348,2015-11-18T18:26:25Z,2015,commit
CVE-2015-5348,https://github.com/apache/camel,c703479f5880a099c38f2fd5e63c7d9f0567e5ff,2015-11-12T19:42:08Z,2015,commit
CVE-2015-5531,https://github.com/elastic/elasticsearch,df1427a2935237fb61fc641984f9c76478627fec,2015-07-15T01:54:42Z,2015,commit
CVE-2015-5607,https://github.com/ipython/ipython,1415a9710407e7c14900531813c15ba6165f0816,2015-07-12T15:18:02Z,2015,commit
CVE-2015-6524,https://git-wip-us.apache.org/repos/asf/activemq.git,0b5231ada5ce365b41832ba8752ee210145d1cbe,,2015,cve_fallback
CVE-2015-6584,https://github.com/DataTables/DataTablesSrc,ccf86dc5982bd8e16d11a0815c940f5b256874c9,2015-09-08T09:49:37Z,2015,commit
CVE-2015-6644,https://github.com/bcgit/bc-java,25aca54734b861ef109ac4943c4a5f98c0c1b885,2016-01-14T17:37:10Z,2016,commit
CVE-2015-6748,https://github.com/jhy/jsoup,4edb78991f8d0bf87dafde5e01ccd8922065c9b2,2015-07-05T22:05:38Z,2015,commit
CVE-2015-6826,https://github.com/FFmpeg/FFmpeg,3197c0aa87a3b7190e17d49e6fbc7b554e4b3f0a,2015-07-18T09:28:17Z,2015,commit
CVE-2015-7294,https://github.com/vesse/node-ldapauth-fork,3feea43e243698bcaeffa904a7324f4d96df60e4,2015-08-14T07:51:16Z,2015,commit
CVE-2015-7521,https://gitbox.apache.org/repos/asf/hive.git,98f933f269e6b528ef84912b3d701ca3272ec04b,,2015,cve_fallback
CVE-2015-7541,https://github.com/quadule/colorscore,570b5e854cecddd44d2047c44126aed951b61718,2016-01-06T07:03:00Z,2016,commit
CVE-2015-7559,https://git-wip-us.apache.org/repos/asf/activemq.git,338a74dfa42a7b19d39adecacfa5f626a050e807,,2015,cve_fallback
CVE-2015-7809,https://github.com/fabpot/Twig,30be07759a3de2558da5224f127d052ecf492e8f,2015-08-12T15:44:05Z,2015,commit
CVE-2015-8034,https://github.com/saltstack/salt,097838ec0c52b1e96f7f761e5fb3cd7e79808741,2015-10-30T21:05:36Z,2015,commit
CVE-2015-8309,https://github.com/devsnd/cherrymusic,62dec34a1ea0741400dd6b6c660d303dcd651e86,2015-11-21T16:04:02Z,2015,commit
CVE-2015-8310,https://github.com/devsnd/cherrymusic,62dec34a1ea0741400dd6b6c660d303dcd651e86,2015-11-21T16:04:02Z,2015,commit
CVE-2015-8320,https://github.com/apache/cordova-android,032ea8a8d386d8bcffc5de7fd3e4202478effb7d,2014-11-04T20:57:51Z,2014,commit
CVE-2015-8581,https://git-wip-us.apache.org/repos/asf/tomee.git,58cdbbef9c77ab2b44870f9d606593b49cde76d9,,2015,cve_fallback
CVE-2015-8747,https://github.com/Unrud/Radicale,bcaf452e516c02c9bed584a73736431c5e8831f1,2015-12-24T13:39:29Z,2015,commit
CVE-2015-8814,https://github.com/umbraco/Umbraco-CMS,18c3345e47663a358a042652e697b988d6a380eb,2015-11-25T18:39:24Z,2015,commit
CVE-2015-8854,https://github.com/markedjs/marked,a37bd643f05bf95ff18cafa2b06e7d741d2e2157,2015-07-29T10:09:00Z,2015,commit
CVE-2015-9235,https://github.com/auth0/node-jsonwebtoken,1bb584bc382295eeb7ee8c4452a673a77a68b687,2015-03-16T23:36:22Z,2015,commit
CVE-2015-9241,https://github.com/hapijs/hapi,aab2496e930dce5ee1ab28eecec94e0e45f03580,2015-12-23T21:54:47Z,2015,commit
CVE-2016-0731,https://gitbox.apache.org/repos/asf/ambari.git,eaf8cc4cd2015456307ff3fcf98e49f2826fa270,,2016,cve_fallback
CVE-2016-0734,https://gitbox.apache.org/repos/asf/activemq.git,028a33ea7d73fabe6161defffdbfc85578328a68,,2016,cve_fallback
CVE-2016-0750,https://github.com/infinispan/infinispan,f2989a9b7b5ef2d3be690250d9d1bc7b2fa045d7,2017-06-08T13:07:53Z,2017,commit
CVE-2016-0768,https://github.com/tada/pljava,675254b0f17b76f05e72cba2e3b8d3e548ae7a43,2016-02-01T02:53:18Z,2016,commit
CVE-2016-0779,https://git-wip-us.apache.org/repos/asf/tomee.git,58cdbbef9c77ab2b44870f9d606593b49cde76d9,,2016,cve_fallback
CVE-2016-0783,https://github.com/apache/openmeetings,7eef674039acd587bc46c1c399d3bdf058f0919b,2016-03-24T17:06:48Z,2016,commit
CVE-2016-0784,https://github.com/apache/openmeetings,6e5b1828f7813eedab08a31a46018a86bf715775,2016-03-24T17:02:47Z,2016,commit
CVE-2016-0785,https://gitbox.apache.org/repos/asf/struts.git,15857a69e7baf3675804495a5954cd0756ac8364,,2016,cve_fallback
CVE-2016-0812,https://android.googlesource.com/platform/frameworks/base.git,84669ca8de55d38073a0dcb01074233b0a417541,,2016,cve_fallback
CVE-2016-0818,https://android.googlesource.com/platform//external/conscrypt.git,4c9f9c2201116acf790fca25af43995d29980ee0,,2016,cve_fallback
CVE-2016-0831,https://android.googlesource.com/platform/frameworks/opt/telephony.git,79eecef63f3ea99688333c19e22813f54d4a31b1,,2016,cve_fallback
CVE-2016-1000001,https://github.com/puiterwijk/flask-oidc,f2ef8b4ffa445be00f6602e446e60916f4ee4d30,2016-05-19T19:14:59Z,2016,commit
CVE-2016-1000236,https://github.com/tj/node-cookie-signature,39791081692e9e14aa62855369e1c7f80fbfd50e,2014-06-25T22:10:12Z,2014,commit
CVE-2016-1000338,https://github.com/bcgit/bc-java,843c2e60f67d71faf81d236f448ebbe56c62c647,2016-10-15T00:21:05Z,2016,commit
CVE-2016-1000339,https://github.com/bcgit/bc-java,413b42f4d770456508585c830cfcde95f9b0e93b,2016-10-31T22:51:30Z,2016,commit
CVE-2016-1000340,https://github.com/bcgit/bc-java,790642084c4e0cadd47352054f868cc8397e2c00,2016-11-29T02:56:16Z,2016,commit
CVE-2016-1000341,https://github.com/bcgit/bc-java,acaac81f96fec91ab45bd0412beaf9c3acd8defa,2016-10-15T02:44:15Z,2016,commit
CVE-2016-1000342,https://github.com/bcgit/bc-java,843c2e60f67d71faf81d236f448ebbe56c62c647,2016-10-15T00:21:05Z,2016,commit
CVE-2016-1000343,https://github.com/bcgit/bc-java,50a53068c094d6cff37659da33c9b4505becd389,2016-11-03T23:04:21Z,2016,commit
CVE-2016-1000344,https://github.com/bcgit/bc-java,9385b0ebd277724b167fe1d1456e3c112112be1f,2016-08-27T01:41:27Z,2016,commit
CVE-2016-1000345,https://github.com/bcgit/bc-java,21dcb3d9744c83dcf2ff8fcee06dbca7bfa4ef35,2016-08-27T03:20:05Z,2016,commit
CVE-2016-1000346,https://github.com/bcgit/bc-java,1127131c89021612c6eefa26dbe5714c194e7495,2016-10-29T03:10:40Z,2016,commit
CVE-2016-1000352,https://github.com/bcgit/bc-java,9385b0ebd277724b167fe1d1456e3c112112be1f,2016-08-27T01:41:27Z,2016,commit
CVE-2016-10006,https://github.com/nahsra/antisamy.git,7313931dc3c0d1377b010f07faef2063dd359a36,2016-12-19T16:47:16Z,2016,commit
CVE-2016-10075,https://github.com/tqdm/tqdm,7996430e92ca0babec510fcf18d62c9f9c4e6b4d,2017-01-22T14:20:42Z,2017,commit
CVE-2016-10127,https://github.com/rohe/pysaml2,6e09a25d9b4b7aa7a506853210a9a14100b8bc9b,2016-10-31T00:56:48Z,2016,commit
CVE-2016-10149,https://github.com/rohe/pysaml2,6e09a25d9b4b7aa7a506853210a9a14100b8bc9b,2016-10-31T00:56:48Z,2016,commit
CVE-2016-10173,https://github.com/halostatue/minitar,30e62689b614938dc96b4f2cb8e033e72f650670,2017-02-07T04:23:42Z,2017,commit
CVE-2016-10187,https://github.com/kovidgoyal/calibre,3a89718664cb8cce0449d1758eee585ed0d0433c,2016-12-21T12:29:00Z,2016,commit
CVE-2016-10345,https://github.com/phusion/passenger,e5b4b0824d6b648525b4bf63d9fa37e5beeae441,2016-12-05T15:15:24Z,2016,commit
CVE-2016-10516,https://github.com/pallets/werkzeug,1034edc7f901dd645ec6e462754111b39002bd65,2016-08-31T13:11:42Z,2016,commit
CVE-2016-10524,https://github.com/oliversalzburg/i18n-node-angular,877720d2d9bb90dc8233706e81ffa03f99fc9dc8,2016-01-07T08:40:02Z,2016,commit
CVE-2016-10536,https://github.com/socketio/engine.io-client,2c55b278a491bf45313ecc0825cf800e2f7ff5c1,2016-03-30T15:30:14Z,2016,commit
CVE-2016-10540,https://github.com/isaacs/minimatch,6944abf9e0694bd22fd9dad293faa40c2bc8a955,2016-06-17T16:00:24Z,2016,commit
CVE-2016-10544,https://github.com/uNetworking/uWebSockets,37deefd01f0875e133ea967122e3a5e421b8fcd9,2016-10-13T21:19:43Z,2016,commit
CVE-2016-10554,https://github.com/sequelize/sequelize,c876192aa6ce1f67e22b26a4d175b8478615f42d,2013-06-15T03:29:14Z,2013,commit
CVE-2016-10556,https://github.com/sequelize/sequelize,23952a2b020cc3571f090e67dae7feb084e1be71,2016-03-01T22:31:07Z,2016,commit
CVE-2016-10577,https://github.com/ibmdb/node-ibm_db,d7e2d4b4cbeb6f067df8bba7d0b2ac5d40fcfc19,2017-01-03T15:58:34Z,2017,commit
CVE-2016-10703,https://github.com/jfhbrook/node-ecstatic,71ce93988ead4b561a8592168c72143907189f01,2016-08-09T16:37:41Z,2016,commit
CVE-2016-10726,https://github.com/DSpace/DSpace,00fd623c23635688f361fa02e526aca5ff5e223,2016-03-18T17:53:19Z,2016,commit
CVE-2016-10745,https://github.com/pallets/jinja,9b53045c34e61013dc8f09b7e52a555fa16bed16,2016-12-29T13:13:38Z,2016,commit
CVE-2016-10750,https://github.com/hazelcast/hazelcast,5a47697519018eb4918df33a21faae811e85f01a,2018-05-15T14:04:49Z,2018,commit
CVE-2016-1181,https://github.com/kawasima/struts1-forever,eda3a79907ed8fcb0387a0496d0cb14332f250e8,2016-06-08T02:38:30Z,2016,commit
CVE-2016-1182,https://github.com/kawasima/struts1-forever,eda3a79907ed8fcb0387a0496d0cb14332f250e8,2016-06-08T02:38:30Z,2016,commit
CVE-2016-2141,https://github.com/belaban/JGroups,38a882331035ffed205d15a5c92b471fd09659c,2016-06-14T06:07:43Z,2016,commit
CVE-2016-2162,https://gitbox.apache.org/repos/asf/struts.git,fc2179cf1ac9fbfb61e3430fa88b641d87253327,,2016,cve_fallback
CVE-2016-2166,https://github.com/apache/qpid-proton,a0585851e1e8ed9678496e38278f4a7554d03636,2016-03-09T21:21:02Z,2016,commit
CVE-2016-2173,https://github.com/spring-projects/spring-amqp.git,4150f107e60cac4a7735fcf7cb4c1889a0cbab6c,2016-03-15T21:00:12Z,2016,commit
CVE-2016-2174,https://github.com/apache/ranger,8618870d1b4acfae4114dd247a362cfa8493ab9,2016-04-13T07:55:30Z,2016,commit
CVE-2016-2192,https://github.com/tada/pljava,f0a41359ede67335c5ef3fe73a9f10da96d71760,2016-03-19T23:47:24Z,2016,commit
CVE-2016-2402,https://github.com/square/okhttp,3ccb46dd16b6ec98f70b0ee53eafe5ed6380891e,2016-02-09T16:20:54Z,2016,commit
CVE-2016-2415,https://android.googlesource.com/platform/packages/apps/Exchange.git,0d1a38b1755efe7ed4e8d7302a24186616bba9b2,,2016,cve_fallback
CVE-2016-2426,https://android.googlesource.com/platform/frameworks/base.git,63363af721650e426db5b0bdfb8b2d4fe36abdb0,,2016,cve_fallback
CVE-2016-2537,https://github.com/mafintosh/is-my-json-valid,eca4beb21e61877d76fdf6bea771f72f39544d9b,2016-01-17T21:55:32Z,2016,commit
CVE-2016-3081,https://gitbox.apache.org/repos/asf/struts.git,f238cf4f1091be19fbcfd086b042c86a1bcaa7fc,,2016,cve_fallback
CVE-2016-3082,https://gitbox.apache.org/repos/asf/struts.git,6bd694b7980494c12d49ca1bf39f12aec3e03e2f,,2016,cve_fallback
CVE-2016-3084,https://github.com/cloudfoundry/uaa,14350228989e2aee900b8d48a848293bb5152b6f,2016-05-03T00:04:28Z,2016,commit
CVE-2016-3087,https://github.com/apache/struts.git,6bd694b7980494c12d49ca1bf39f12aec3e03e2f,2016-05-04T07:19:18Z,2016,commit
CVE-2016-3088,https://gitbox.apache.org/repos/asf/activemq.git,3dd86d04e8b90ba309819317d19e7260d414d9e7,,2016,cve_fallback
CVE-2016-3114,https://github.com/NexMirror/Kallithea,460fec61ad108252b7f56575211914e0f82ea6e8,2016-04-19T14:57:38Z,2016,commit
CVE-2016-3674,https://github.com/x-stream/xstream,25c6704bea149ee93c294ae5b6e0aecd182fea88,2015-09-30T20:55:08Z,2015,commit
CVE-2016-3693,https://github.com/svenfuchs/safemode,0f764a1720a3a68fd2842e21377c8bfad6d7126f,2016-04-14T13:03:10Z,2016,commit
CVE-2016-3720,https://github.com/FasterXML/jackson-dataformat-xml,f0f19a4c924d9db9a1e2830434061c8640092cc0,2016-04-15T05:11:02Z,2016,commit
CVE-2016-4430,https://github.com/apache/struts,b28b78c062f0bf3c79793a25aab8c9b6c12bce6e,2016-06-03T11:10:58Z,2016,commit
CVE-2016-4431,https://github.com/apache/struts,b28b78c062f0bf3c79793a25aab8c9b6c12bce6e,2016-06-03T11:10:58Z,2016,commit
CVE-2016-4433,https://github.com/apache/struts,b28b78c062f0bf3c79793a25aab8c9b6c12bce6e,2016-06-03T11:10:58Z,2016,commit
CVE-2016-4436,https://gitbox.apache.org/repos/asf/struts.git,237432512df0e27013f7c7b9ab59fdce44ca34a5,,2016,cve_fallback
CVE-2016-4437,https://github.com/apache/shiro,64d9f8341e1aa7ef1a29744e16ea7c578ca5deee,2016-05-06T20:22:45Z,2016,commit
CVE-2016-4438,https://github.com/apache/struts,76eb8f38a33ad0f1f48464ee1311559c8d52dd6d,2016-04-29T06:40:03Z,2016,commit
CVE-2016-4442,https://github.com/MiniProfiler/rack-mini-profiler,4273771d65f1a7411e3ef5843329308d0e2d257c,2016-05-18T07:07:17Z,2016,commit
CVE-2016-4464,https://gitbox.apache.org/repos/asf/cxf-fediz.git,0006581e9cacbeef46381a223e5671e524d416b6,,2016,cve_fallback
CVE-2016-4465,https://gitbox.apache.org/repos/asf/struts.git,eccc31ebce5430f9e91b9684c63eaaf885e603f9,,2016,cve_fallback
CVE-2016-4562,https://github.com/ImageMagick/ImageMagick,726812fa2fa7ce16bcf58f6e115f65427a1c0950,2016-05-04T23:09:35Z,2016,commit
CVE-2016-4563,https://github.com/ImageMagick/ImageMagick,726812fa2fa7ce16bcf58f6e115f65427a1c0950,2016-05-04T23:09:35Z,2016,commit
CVE-2016-4564,https://github.com/ImageMagick/ImageMagick,726812fa2fa7ce16bcf58f6e115f65427a1c0950,2016-05-04T23:09:35Z,2016,commit
CVE-2016-4800,https://github.com/eclipse/jetty.project,97af3d663fd22343129e8364d601640649d9eaea,2016-05-13T18:57:23Z,2016,commit
CVE-2016-4970,https://github.com/netty/netty,524156f164a910b8b0978d27a2c700a19cd8048,2016-06-07T15:59:36Z,2016,commit
CVE-2016-4974,https://github.com/apache/qpid-jms-amqp-0-x,7e6843e2e1967bfdba477a683353dbf6287d6291,2016-06-27T15:21:41Z,2016,commit
CVE-2016-4977,https://github.com/spring-projects/spring-security-oauth.git,fff77d3fea477b566bcacfbfc95f85821a2bdc2d,2016-03-12T10:07:07Z,2016,commit
CVE-2016-5001,https://github.com/apache/hadoop,04b8a19f81ee616c315eec639642439b3a18ad9,2016-01-08T18:26:05Z,2016,commit
CVE-2016-5007,https://github.com/spring-projects/spring-framework.git,a30ab30e4e9ae021fdda04e9abfc228476b846b5,2016-06-27T18:23:02Z,2016,commit
CVE-2016-5016,https://github.com/cloudfoundry/uaa,0a78612f981c541ad2d997e6a365f2a0b3e799d9,2016-07-20T00:27:02Z,2016,commit
CVE-2016-5104,https://github.com/libimobiledevice/libimobiledevice,df1f5c4d70d0c19ad40072f5246ca457e7f9849e,2015-12-29T21:27:17Z,2015,commit
CVE-2016-5180,https://github.com/c-ares/c-ares,65c71be1cbe587f290432bef2f669ee6cb8ac137,2016-09-29T10:51:46Z,2016,commit
CVE-2016-5431,https://github.com/nov/jose-php,1cce55e27adf0274193eb1cd74b927a398a3df4b,2016-08-30T01:37:36Z,2016,commit
CVE-2016-5641,https://github.com/swagger-api/swagger-codegen,c5724a46d6cbbed03d292a361b3a0d07d1a64dae,2016-06-29T07:25:10Z,2016,commit
CVE-2016-5697,https://github.com/onelogin/ruby-saml,a571f52171e6bfd87db59822d1d9e8c38fb3b995,2016-06-16T12:27:41Z,2016,commit
CVE-2016-6194,https://github.com/rabbitmq/rabbitmq-jms-client,95ae7401c0f007d5c8e6618ab009c171ce633916,2016-07-14T09:51:24Z,2016,commit
CVE-2016-6298,https://github.com/latchset/jwcrypto,eb5be5bd94c8cae1d7f3ba9801377084d8e5a7ba,2016-08-31T19:38:09Z,2016,commit
CVE-2016-6581,https://github.com/python-hyper/hpack,4529c1632a356cc1ab6a7fdddccd2de60a21e366,2016-08-04T08:53:54Z,2016,commit
CVE-2016-6652,https://github.com/spring-projects/spring-data-jpa,b8e7fecccc7dc8edcabb4704656a7abe6352c08f,2016-09-20T08:28:05Z,2016,commit
CVE-2016-6793,https://github.com/apache/wicket.git,134686ef7185d3f96fec953136ab4847cd36b68,2016-06-08T20:25:43Z,2016,commit
CVE-2016-6795,https://github.com/apache/struts,030ffa33543f8953306ed0c0dc815c7fb74d7129,2016-08-17T13:36:20Z,2016,commit
CVE-2016-6801,,,,2016,cve_fallback
CVE-2016-6802,https://github.com/apache/shiro,b15ab927709ca18ea4a02538be01919a19ab65af,2016-09-09T20:26:57Z,2016,commit
CVE-2016-6805,https://github.com/apache/ignite,9c401b0dcfc6edb5cc83f6b35bc0d24db6f10347,2017-02-03T09:06:13Z,2017,commit
CVE-2016-6809,https://github.com/apache/tika,8a68b5d474205cc91cbbb610d4a1c05af57f0610,2016-08-11T18:46:26Z,2016,commit
CVE-2016-6814,https://github.com/apache/groovy,4df8b652aa018a5d5d1cda8fba938bf3422db31c,2016-10-03T16:24:50Z,2016,commit
CVE-2016-7043,https://github.com/kiegroup/droolsjbpm-integration,652be539fa8a1d66d47212758ca9b75799a1cb34,2017-11-27T07:45:27Z,2017,commit
CVE-2016-7051,https://github.com/FasterXML/jackson-dataformat-xml,eeff2c312e9d4caa8c9f27b8f740c7529d00524a,2016-09-27T03:11:18Z,2016,commit
CVE-2016-7528,https://github.com/ImageMagick/ImageMagick,7be16a280014f895a951db4948df316a23dabc09,2016-01-24T22:43:46Z,2016,commit
CVE-2016-8629,https://github.com/keycloak/keycloak,a78cfa4b2ca979a1981fb371cfdf2c7212f7b6e2,2016-10-28T08:13:06Z,2016,commit
CVE-2016-8640,https://github.com/geopython/pycsw,2565ab332d3ccae328591ea9054d0387a90f2e86,2016-10-11T14:17:08Z,2016,commit
CVE-2016-8738,https://gitbox.apache.org/repos/asf/struts.git,554b9dddb0fbd1e581ef577dd62a7c22955ad0f6,,2016,cve_fallback
CVE-2016-8744,https://github.com/apache/brooklyn-server,3ae4a4d156341a53e54a2fe07192f46b15763d06,2016-12-09T11:10:51Z,2016,commit
CVE-2016-8749,https://github.com/apache/camel.git,02270ab9c90ac0d59b85dbd59fb9c1007eb44a1,2016-12-08T08:59:44Z,2016,commit
CVE-2016-9177,https://github.com/perwendel/spark,efcb46c710e3f56805b9257a63d1306882f4faf9,2016-11-06T13:09:35Z,2016,commit
CVE-2016-9243,https://github.com/pyca/cryptography,b924696b2e8731f39696584d12cceeb3aeb2d874,2016-11-06T02:08:21Z,2016,commit
CVE-2016-9298,https://github.com/ImageMagick/ImageMagick,3cbfb163cff9e5b8cdeace8312e9bfee810ed02b,2016-10-31T23:49:54Z,2016,commit
CVE-2016-9878,https://github.com/spring-projects/spring-framework.git,43bf008fbcd0d7945e2fcd5e30039bc4d74c7a98,2016-12-21T10:02:29Z,2016,commit
CVE-2016-9879,https://github.com/spring-projects/spring-security.git,666e356ebc479194ba51e43bb99fc42f849b6175,2016-12-21T15:04:00Z,2016,commit
CVE-2016-9909,https://github.com/html5lib/html5lib-python,9b8d8eb5afbc066b7fac9390f5ec75e5e8a7cab7,2016-05-11T23:55:45Z,2016,commit
CVE-2016-9910,https://github.com/html5lib/html5lib-python,9b8d8eb5afbc066b7fac9390f5ec75e5e8a7cab7,2016-05-11T23:55:45Z,2016,commit
CVE-2017-0359,https://salsa.debian.org/reproducible-builds/diffoscope.git,632a40828a54b399787c25e7fa243f732aef7e05,,2017,cve_fallback
CVE-2017-0904,https://github.com/jtdowney/private_address_check,58a0d7fe31de339c0117160567a5b33ad82b46af,2017-11-05T20:53:34Z,2017,commit
CVE-2017-0906,https://github.com/recurly/recurly-client-python,049c74699ce93cf126feff06d632ea63fba36742,2017-11-09T00:45:28Z,2017,commit
CVE-2017-1000188,https://github.com/mde/ejs,49264e0037e313a0a3e033450b5c184112516d8f,2016-12-02T00:21:47Z,2016,commit
CVE-2017-1000189,https://github.com/mde/ejs,49264e0037e313a0a3e033450b5c184112516d8f,2016-12-02T00:21:47Z,2016,commit
CVE-2017-1000207,https://github.com/swagger-api/swagger-parser,4c6584306b40de9b2dfa9065c3a438cd918534af,2017-07-14T16:19:53Z,2017,commit
CVE-2017-1000208,https://github.com/swagger-api/swagger-parser,4c6584306b40de9b2dfa9065c3a438cd918534af,2017-07-14T16:19:53Z,2017,commit
CVE-2017-1000228,https://github.com/mde/ejs,3d447c5a335844b25faec04b1132dbc721f9c8f6,2016-11-28T21:11:20Z,2016,commit
CVE-2017-1000243,https://github.com/jenkinsci/favorite-plugin,b6359532fe085d9ea6b7894e997e797806480777,2017-06-05T00:13:58Z,2017,commit
CVE-2017-1000433,https://github.com/rohe/pysaml2,6312a41e037954850867f29d329e5007df1424a5,2017-09-12T09:22:47Z,2017,commit
CVE-2017-1000486,https://github.com/primefaces/primefaces,26e44eb7962cbdb6aa2f47eca0f230f3274358f0,2016-02-15T21:07:38Z,2016,commit
CVE-2017-1000487,https://github.com/codehaus-plexus/plexus-utils,b38a1b3a4352303e4312b2bb601a0d7ec6e28f41,2013-10-23T17:48:13Z,2013,commit
CVE-2017-1000491,https://github.com/rhysd/Shiba,e8a65b0f81eb04903eedd29500d7e1bedf249eab,2017-11-30T15:25:14Z,2017,commit
CVE-2017-1000498,https://github.com/BigBadaboom/androidsvg,44e4fbf1d0f6db295df34601972741d4cf706cbd,2018-01-31T11:11:38Z,2018,commit
CVE-2017-1000502,https://github.com/jenkinsci/ec2-plugin,180f7d0eae6031d67259a5d86d9d7d382f9eb05b,2017-12-16T07:03:41Z,2017,commit
CVE-2017-1001002,https://github.com/josdejong/mathjs,8d2d48d81b3c233fb64eb2ec1d7a9e1cf6a55a90,2017-11-18T18:39:30Z,2017,commit
CVE-2017-1001003,https://github.com/josdejong/mathjs,a60f3c8d9dd714244aed7a5569c3dccaa3a4e761,2017-11-18T19:11:48Z,2017,commit
CVE-2017-1001004,https://github.com/josdejong/typed-function,6478ef4f2c3f3c2d9f2c820e2db4b4ba3425e6fe,2017-11-18T19:13:55Z,2017,commit
CVE-2017-1002150,https://github.com/fedora-infra/python-fedora,b27f38a67573f4c989710c9bfb726dd4c1eeb929,2017-05-05T17:17:07Z,2017,commit
CVE-2017-11173,https://github.com/cyu/rack-cors,42ebe6caa8e85ffa9c8a171bda668ba1acc7a5e6,2015-10-13T17:28:24Z,2015,commit
CVE-2017-11905,https://github.com/chakra-core/ChakraCore,d97375c40cfd2b2376a5c4b6cd34098e1e99e1f1,2017-12-07T02:59:36Z,2017,commit
CVE-2017-11910,https://github.com/chakra-core/ChakraCore,40232a443c6316a58941572b0a4776b0677975ca,2017-12-07T02:59:35Z,2017,commit
CVE-2017-12098,https://github.com/sferik/rails_admin,44f09ed72b5e0e917a5d61bd89c48d97c494b41c,2018-02-17T07:38:19Z,2018,commit
CVE-2017-12159,https://github.com/keycloak/keycloak,9b75b603e3a5f5ba6deff13cbb45b070bf2d2239,2017-10-23T14:13:22Z,2017,commit
CVE-2017-12174,https://github.com/apache/activemq-artemis,0f081e96a504a87a674a873e91e49e7a258216e,2018-02-21T10:53:03Z,2018,commit
CVE-2017-12196,https://github.com/undertow-io/undertow,8804170ce3186bdd83b486959399ec7ac0f59d0f,2018-03-15T21:37:09Z,2018,commit
CVE-2017-12197,https://github.com/letonez/libpam4j,84f32f4001fc6bdcc125ccc959081de022d18b6d,2017-09-08T18:55:52Z,2017,commit
CVE-2017-12610,https://github.com/apache/kafka,0b4daa4bf48517b4b3e9cda11692e80ade620b0,2017-08-31T16:44:00Z,2017,commit
CVE-2017-12611,https://gitbox.apache.org/repos/asf/struts.git,2306f5f7fad7f0157f216f34331238feb0539fa,,2017,cve_fallback
CVE-2017-12612,https://github.com/apache/spark,f7cbf90a72a19476ea2d3d1ddc96c45a24b9f57,2017-06-01T21:45:09Z,2017,commit
CVE-2017-12624,https://github.com/apache/cxf,896bd961cbbb6b8569700e5b70229f78f94ad9d,2017-10-03T12:00:07Z,2017,commit
CVE-2017-12629,https://github.com/apache/lucene-solr,926cc4d65b6d2cc40ff07f76d50ddeda947e3cc,2017-10-13T11:51:19Z,2017,commit
